Employee_id,Department,Department_Name,Division,Gender,Base_Salary,2021_Overtime_Pay,2021_Longevity_Pay,Post_Code,Position,Race,Bonus_Level,Length_of_Service,Education,base_bonus,other_bonus
762,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,82280.74,0.0,0.0,90001,Junior,White,1,6,High School,106964.962,0.0
763,DOT,Department of Transportation,Transit Gaithersburg Ride On,F,69604.0,19877.76,2073.76,90001,Manager,Pacific Islander,3,1,Bachelor,34802.0,7475.655999999999
764,POL,Department of Police,PSB 2nd District Patrol,F,67420.0,2747.1,0.0,78201,Manager,Native American,2,2,Bachelor,40452.0,961.485
765,DGS,Department of General Services,Automation,F,118180.55,0.0,0.0,19102,Senior,Black,2,5,Bachelor,141816.66,0.0
766,FRS,Fire and Rescue Services,Station 14,M,96088.0,44486.02,0.0,19102,Manager,Black,3,3,Ph.D,86479.20000000001,15570.106999999998
767,SHF,Sheriff's Office,Sheriff Domestic Violence,M,116075.0,1068.09,5419.68,92101,Junior,Black,1,7,Ph.D,174112.5,1728.7515
768,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,91894.0,5524.32,0.0,60601,Junior,Pacific Islander,1,3,Bachelor,64325.8,1933.512
769,LIB,Department of Public Libraries,Wheaton Library,F,23987.7,0.0,0.0,78201,Senior,Hispanic,3,8,High School,45576.63,0.0
770,OHR,Office of Human Resources,Health Insurance Team,F,65500.23,792.57,0.0,78201,Assistant,Asian,4,3,Ph.D,65500.23000000001,277.3995
771,LIB,Department of Public Libraries,LIB 71 Damascus Library,F,31712.5,0.0,1516.76,92101,Assistant,Hispanic,1,2,High School,15856.25,379.19
772,CAT,County Attorney's Office,County Attorney,M,220000.0,0.0,0.0,19102,Manager,Other,3,9,Master,462000.0,0.0
773,DOT,Department of Transportation,Transportation Technical Center,M,67971.13,6148.61,0.0,85001,Manager,Asian,2,1,Bachelor,27188.452000000005,2152.0135
774,FRS,Fire and Rescue Services,Station 22,M,71062.0,27757.36,0.0,92101,Manager,Pacific Islander,4,3,Ph.D,71062.0,9715.076
775,POL,Department of Police,PSB 2nd District Patrol,M,95112.0,18.1,6724.51,78201,Junior,White,2,5,Bachelor,114134.4,1687.4625
776,HHS,Department of Health and Human Services,Child Welfare Services,F,103762.07,0.0,0.0,78201,Assistant,Hispanic,4,9,Bachelor,228276.55400000003,0.0
777,POL,Department of Police,FSB Traffic Division School Safety Section,F,19984.65,0.0,0.0,92101,Junior,Asian,3,5,High School,25980.045,0.0
778,DEP,Department of Environmental Protection,Director,F,80086.0,0.0,0.0,95113,Senior,Pacific Islander,4,2,Ph.D,64068.8,0.0
779,POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,122514.0,0.0,0.0,10001,Assistant,Hispanic,4,2,High School,98011.2,0.0
780,SHF,Sheriff's Office,Courthouse Security,M,61398.0,538.22,0.0,77001,Assistant,Other,1,6,High School,79817.40000000001,188.377
781,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,106250.0,777.96,0.0,10001,Junior,Other,4,7,High School,191250.0,272.286
782,POL,Department of Police,MSB Information Management and Technology Division,F,75216.51,11777.5,0.0,78201,Assistant,Other,2,10,Bachelor,165476.322,4122.125
783,FRS,Fire and Rescue Services,Station 23,M,65387.0,3922.61,0.0,90001,Assistant,Hispanic,3,6,Bachelor,98080.5,1372.9135
784,CEC,Community Engagement Cluster,Commission for Women,F,63330.9,0.0,0.0,90001,Manager,Black,3,10,Ph.D,145661.07,0.0
785,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,70398.37,1193.08,0.0,90001,Manager,Black,4,5,Bachelor,98557.718,417.578
786,POL,Department of Police,PSB 2nd District Patrol,M,95112.0,4580.81,6724.51,75201,Senior,Other,1,4,Ph.D,85600.8,3284.411
787,HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,101586.2,0.0,0.0,95113,Senior,Native American,1,5,Ph.D,111744.82,0.0
788,HHS,Department of Health and Human Services,HHS 60 School Health Services,F,39930.45,0.0,0.0,10001,Junior,Asian,2,2,High School,23958.27,0.0
789,DOT,Department of Transportation,Traffic Engineering and Operations Management Services,F,111407.0,0.0,2213.12,10001,Junior,Native American,4,8,High School,222814.0,553.28
790,CEC,Community Engagement Cluster,Silver Spring Urban District,M,45865.91,25390.61,0.0,95113,Senior,White,3,2,Ph.D,32106.137,8886.7135
791,HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,106250.0,0.0,0.0,77001,Assistant,Pacific Islander,5,7,Bachelor,201875.0,0.0
792,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,100492.89,0.0,0.0,85001,Junior,Native American,1,5,Master,110542.17900000002,0.0
793,DEP,Department of Environmental Protection,Administration and Operations,F,189843.68,0.0,0.0,77001,Senior,Native American,3,9,Bachelor,398671.728,0.0
794,NDA,Non-Departmental Account,MCERP,F,139521.44,0.0,0.0,85001,Junior,Other,3,9,Master,292995.024,0.0
795,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,59114.26,8774.86,0.0,92101,Junior,Black,3,4,High School,65025.686,3071.201
796,CCL,County Council,CCL 01 Council Central Staff,F,101350.0,0.0,0.0,19102,Assistant,Pacific Islander,4,6,Master,162160.0,0.0
797,ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,60555.0,16483.23,3022.88,90001,Junior,Pacific Islander,5,7,Master,115054.5,6524.8505
798,TBS,Department of Technology and Enterprise Business Solutions,OBP Community Technology,M,92211.0,65.52,0.0,10001,Manager,Native American,5,7,Bachelor,175200.90000000002,22.932
799,DGS,Department of General Services,Building Design and Construction,M,101350.0,0.0,0.0,92101,Junior,Asian,4,4,Master,121620.0,0.0
800,HHS,Department of Health and Human Services,School Health Services,F,60903.5,2325.05,3880.29,95113,Manager,White,5,1,Bachelor,42632.45,1783.84
801,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,111407.0,0.0,0.0,85001,Senior,Other,2,6,High School,155969.80000000002,0.0
802,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,73123.0,34385.38,0.0,95113,Manager,Other,5,9,Master,168182.9,12034.882999999998
803,FRS,Fire and Rescue Services,Station 32,M,65387.0,66924.95,0.0,92101,Junior,Other,5,6,High School,111157.9,23423.7325
804,POL,Department of Police,PSB 3rd District Patrol,M,68785.0,2170.73,0.0,77001,Manager,Other,4,5,Ph.D,96299.0,759.7555
805,FIN,Department of Finance,Division of Fiscal Management,F,122514.0,0.0,3649.36,92101,Junior,Black,1,1,Ph.D,36754.2,912.34
806,POL,Department of Police,CRB Community Engagement Division Community Resource Section,F,95112.0,4521.89,6724.51,77001,Assistant,Pacific Islander,2,5,Master,114134.4,3263.789
807,CEC,Community Engagement Cluster,Gilchrist Center,F,48712.11,0.0,0.0,60601,Assistant,Pacific Islander,5,3,High School,53583.321,0.0
808,HHS,Department of Health and Human Services,School Health Services,F,145086.06,0.0,0.0,77001,Assistant,White,5,7,High School,275663.514,0.0
809,OMB,Office of Management and Budget,Director's Office,F,101350.0,0.0,0.0,85001,Manager,Hispanic,1,1,Ph.D,30405.0,0.0
810,ABS,Alcohol Beverage Services,Administrative Services,F,61910.16,0.0,0.0,78201,Senior,Black,2,8,Ph.D,111438.28800000002,0.0
811,COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,109262.0,12966.06,5101.56,10001,Senior,Other,1,7,High School,163893.00000000003,5813.511
812,FRS,Fire and Rescue Services,Station 32,M,119197.0,41977.14,1244.01,85001,Assistant,Asian,3,3,Ph.D,107277.30000000002,15003.001499999998
813,POL,Department of Police,ISB Special Victims Investigations Division Exploitation and Registry,M,95112.0,5363.08,2295.27,85001,Assistant,White,2,1,Ph.D,38044.8,2450.8955
814,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,80086.0,0.0,0.0,85001,Assistant,White,1,7,Master,120129.0,0.0
815,FRS,Fire and Rescue Services,Station 21,M,55052.0,9627.26,0.0,90001,Junior,Hispanic,5,8,High School,115609.2,3369.541
816,DOT,Department of Transportation,Transit Silver Spring Ride On,M,92211.0,8162.86,0.0,19102,Manager,Hispanic,5,5,Bachelor,138316.5,2857.001
817,DGS,Department of General Services,Fleet Management Services,M,72930.0,1725.97,1508.88,85001,Senior,Black,3,10,Ph.D,167739.0,981.3095
818,ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",F,147755.45,0.0,0.0,60601,Senior,Other,1,5,Ph.D,162530.99500000002,0.0
819,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,57347.5,0.0,0.0,78201,Assistant,Black,4,1,High School,34408.5,0.0
820,HHS,Department of Health and Human Services,Public Health Services Division,F,76419.0,0.0,1517.36,10001,Assistant,White,1,8,Bachelor,129912.3,379.34
821,DPS,Department of Permitting Services,Customer Support,F,83931.0,64.22,4288.64,75201,Manager,Black,4,9,Bachelor,184648.2,1094.6370000000002
822,FRS,Fire and Rescue Services,First Battalion - Administration,M,88999.0,33370.31,0.0,78201,Assistant,Asian,3,1,Master,44499.5,11679.608499999998
823,POL,Department of Police,FSB Traffic Division School Safety Section,F,22932.6,0.0,0.0,75201,Senior,Asian,4,3,High School,22932.6,0.0
824,FRS,Fire and Rescue Services,FRS 45 Station 3,M,87356.0,0.0,1823.01,78201,Manager,Pacific Islander,4,9,Bachelor,192183.2,455.7525
825,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,48261.4,0.0,0.0,85001,Assistant,White,4,1,Master,28956.840000000004,0.0
826,SHF,Sheriff's Office,Court and Transport,M,95922.0,6640.05,3906.58,90001,Manager,Other,2,5,High School,115106.4,3300.6625
827,ABS,Alcohol Beverage Services,ABS 85 Flower Avenue,M,18574.4,5.65,0.0,78201,Assistant,Asian,4,1,Ph.D,11144.64,1.9775
828,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,116825.0,19047.42,0.0,85001,Junior,Asian,4,10,Master,280380.0,6666.596999999999
829,CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,169856.0,0.0,0.0,92101,Assistant,Other,5,7,Bachelor,322726.4,0.0
830,DOT,Department of Transportation,Highway Services,M,66446.0,22860.76,4017.52,77001,Senior,Other,2,7,High School,106313.6,9005.645999999999
831,POL,Department of Police,PSB 3rd District Patrol,M,74752.0,11046.01,0.0,19102,Junior,Black,5,7,High School,142028.80000000002,3866.1035
832,DOT,Department of Transportation,Transit Silver Spring Ride On,M,56097.49,16142.48,0.0,10001,Junior,Hispanic,4,2,Master,44877.992,5649.868
833,POL,Department of Police,PSB 6th District Patrol,M,82882.0,8293.38,0.0,90001,Manager,Pacific Islander,4,5,Bachelor,116034.8,2902.6829999999995
834,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,63815.18,0.0,0.0,77001,Assistant,Pacific Islander,4,8,Master,127630.36,0.0
835,FRS,Fire and Rescue Services,Station 12,M,64091.0,43754.28,0.0,75201,Assistant,White,1,8,Bachelor,108954.7,15313.997999999998
836,DGS,Department of General Services,ADA Compliance,M,97677.48,0.0,0.0,77001,Senior,Asian,4,2,High School,78141.984,0.0
837,DOT,Department of Transportation,Transit Silver Spring Ride On,M,54199.95,6621.66,0.0,19102,Assistant,Pacific Islander,5,8,Ph.D,113819.895,2317.581
838,FRS,Fire and Rescue Services,Station 25,F,55052.0,3937.08,0.0,78201,Assistant,Asian,2,7,Ph.D,88083.20000000001,1377.9779999999998
839,DEP,Department of Environmental Protection,Office of Energy and Climate,F,110264.75,0.0,0.0,77001,Manager,Asian,3,4,Master,121291.225,0.0
840,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,87969.0,0.0,5318.56,19102,Assistant,White,3,5,Master,114359.7,1329.64
841,FRS,Fire and Rescue Services,Station 8,M,87356.0,24745.11,6176.43,95113,Assistant,Native American,4,9,High School,192183.2,10204.896
842,FRS,Fire and Rescue Services,FRS 45 Station 13,M,86065.0,0.0,1250.34,60601,Assistant,Native American,1,4,Bachelor,77458.5,312.585
843,DOT,Department of Transportation,Highway Services,M,43805.97,9100.26,0.0,92101,Senior,Other,2,7,Bachelor,70089.55200000001,3185.091
844,FRS,Fire and Rescue Services,Station 34,M,67677.0,0.0,0.0,85001,Manager,Other,4,5,Master,94747.8,0.0
845,DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,43439.99,1507.94,0.0,92101,Manager,Hispanic,2,2,Master,26063.994,527.779
846,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,77047.78,0.0,0.0,90001,Manager,Hispanic,3,2,Bachelor,53933.446,0.0
847,DOT,Department of Transportation,Commuter Services,F,111407.0,0.0,0.0,90001,Junior,Native American,1,6,Ph.D,144829.10000000003,0.0
848,FRS,Fire and Rescue Services,Station 11,M,55052.0,7705.08,0.0,77001,Assistant,Native American,4,7,Bachelor,99093.60000000002,2696.778
849,POL,Department of Police,PSB 1st District Patrol,M,95112.0,0.0,6724.51,92101,Senior,Native American,5,7,High School,180712.8,1681.1275
850,POL,Department of Police,POL 47 PSB 5th District Station,M,136375.48,0.0,0.0,60601,Junior,Hispanic,4,3,Bachelor,136375.48000000004,0.0
851,ABS,Alcohol Beverage Services,Special Order Liquor and Wine Warehouse Operations,M,41807.73,3611.91,0.0,78201,Manager,Other,2,9,Bachelor,83615.46,1264.1684999999998
852,DOT,Department of Transportation,Transit Nicholson Ride On,M,76419.0,15344.48,2276.56,85001,Assistant,White,5,9,High School,175763.7,5939.708
853,POL,Department of Police,MSB Communications Division,F,92211.0,17005.26,0.0,78201,Senior,Black,1,3,Master,64547.7,5951.840999999999
854,DGS,Department of General Services,ADA Compliance,M,101350.0,0.0,3019.12,75201,Assistant,Black,5,10,Master,253375.0,754.78
855,DOT,Department of Transportation,Transit Nicholson Ride On,F,69604.0,9379.53,4207.84,10001,Senior,White,1,8,Ph.D,118326.8,4334.7955
856,HHS,Department of Health and Human Services,Child Welfare Services,M,66188.25,0.0,0.0,75201,Junior,Hispanic,4,10,Bachelor,158851.8,0.0
857,COR,Correction and Rehabilitation,DS Health Services,F,80851.76,19906.42,0.0,75201,Junior,Other,4,4,Bachelor,97022.112,6967.246999999999
858,DGS,Department of General Services,Facilities Maintenance,M,69604.0,4854.24,0.0,92101,Junior,White,5,4,Master,90485.2,1698.984
859,FRS,Fire and Rescue Services,Station 1,M,55052.0,10703.14,0.0,75201,Junior,Native American,1,8,Bachelor,93588.4,3746.099
860,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,87969.0,0.0,2620.8,75201,Junior,White,4,7,High School,158344.19999999998,655.2
861,BOA,Board of Appeals Department,Board of Appeals Division,F,80086.0,0.0,740.16,60601,Manager,Other,5,1,Ph.D,56060.2,185.04
862,POL,Department of Police,PSB 1st District Patrol,M,99865.0,5674.03,6996.33,78201,Senior,Native American,5,7,Master,189743.5,3734.993
863,POL,Department of Police,FSB Security Services Division,F,59082.44,141.06,0.0,77001,Junior,Black,2,3,Bachelor,47265.952000000005,49.371
864,POL,Department of Police,PSB 5th District Patrol,M,109849.0,17670.13,7766.33,10001,Manager,Black,4,3,High School,109849.0,8126.128000000001
865,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,57927.0,56153.39,0.0,95113,Assistant,Hispanic,4,2,Bachelor,46341.600000000006,19653.6865
866,DGS,Department of General Services,Facilities Maintenance,M,69604.0,4503.21,0.0,77001,Assistant,Pacific Islander,1,2,Master,34802.0,1576.1235
867,HHS,Department of Health and Human Services,Child Welfare Services,F,106250.0,0.0,6423.04,92101,Assistant,Other,5,2,Master,95625.0,1605.76
868,POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,106250.0,8090.11,0.0,19102,Senior,Native American,2,3,Ph.D,85000.0,2831.5385
869,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,48073.0,34.68,0.0,10001,Senior,Pacific Islander,4,3,Bachelor,48073.0,12.138
870,LIB,Department of Public Libraries,Olney Library,M,20407.48,0.0,0.0,77001,Junior,Native American,2,5,High School,24488.976,0.0
871,ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,46402.53,538.9,0.0,60601,Assistant,Other,5,7,Ph.D,88164.807,188.615
872,CEC,Community Engagement Cluster,Wheaton Urban District,F,106250.0,1762.34,0.0,10001,Manager,White,4,10,High School,255000.0,616.819
873,POL,Department of Police,POL 47 PSB 4th District Patrol,F,55154.0,287.39,0.0,10001,Assistant,Native American,3,9,Ph.D,115823.4,100.5865
874,POL,Department of Police,PSB 6th District Special Assignment Team,M,91894.0,10024.04,0.0,95113,Manager,Pacific Islander,3,3,High School,82704.59999999999,3508.414
875,ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,76419.0,17665.64,0.0,60601,Manager,White,2,1,High School,30567.6,6182.973999999999
876,FIN,Department of Finance,Accounts Payable,M,72930.0,0.0,0.0,60601,Senior,Black,1,3,High School,51051.0,0.0
877,HHS,Department of Health and Human Services,Public Health Services Division,F,165317.6,0.0,0.0,10001,Assistant,Other,5,4,High School,214912.88000000003,0.0
878,POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,M,99865.0,11433.1,1478.84,77001,Senior,Other,2,5,Bachelor,119838.0,4371.295
879,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,96665.0,1092.92,5844.8,90001,Senior,White,1,1,Ph.D,28999.5,1843.722
880,FRS,Fire and Rescue Services,Station 4,M,96088.0,90090.04,0.0,92101,Senior,Other,2,1,Master,38435.2,31531.514
881,POL,Department of Police,PSB 3rd District Patrol,F,95112.0,2435.66,3304.47,60601,Assistant,Black,4,6,Master,152179.2,1678.5984999999998
882,OAS,Office of Animal Services,Animal Services Division,F,72930.0,0.0,420.8,95113,Assistant,Other,2,9,Master,145860.0,105.2
883,DOT,Department of Transportation,Highway Services,M,53546.76,11739.37,0.0,78201,Manager,Asian,2,4,High School,53546.76,4108.7795
884,CCL,County Council,Council Members and Staff,F,126875.0,0.0,0.0,95113,Manager,Hispanic,1,10,Bachelor,266437.5,0.0
885,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,96665.0,0.0,4028.56,75201,Manager,Black,2,7,Master,154664.0,1007.14
886,ABS,Alcohol Beverage Services,Seneca Meadows,M,70796.41,0.0,0.0,95113,Manager,Black,5,1,Master,49557.487,0.0
887,HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,146923.0,0.0,0.0,92101,Senior,Hispanic,5,3,Master,161615.3,0.0
888,CCL,County Council,Council Central Staff,M,101350.0,0.0,0.0,92101,Assistant,Pacific Islander,2,8,Ph.D,182430.0,0.0
889,FRS,Fire and Rescue Services,Station 7,M,61923.0,4807.01,0.0,19102,Assistant,Pacific Islander,3,9,High School,130038.30000000002,1682.4535
890,POL,Department of Police,PSB 2nd District Patrol,M,80077.0,0.0,0.0,10001,Assistant,Pacific Islander,1,2,Master,40038.5,0.0
891,CEC,Community Engagement Cluster,Wheaton Urban District,M,45362.75,927.2,0.0,90001,Senior,Asian,4,1,High School,27217.65,324.52
892,POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,109849.0,8656.82,7766.33,60601,Senior,Native American,3,4,High School,120833.90000000002,4971.469499999999
893,COR,Correction and Rehabilitation,MSD Fiscal Services,M,100701.95,1599.98,0.0,95113,Senior,Native American,5,5,High School,151052.925,559.9929999999999
894,SHF,Sheriff's Office,Civil Process,M,61398.0,248.78,0.0,92101,Senior,Black,1,10,Master,128935.8,87.073
895,FRS,Fire and Rescue Services,Station 11,M,96088.0,8088.65,0.0,95113,Manager,Other,3,1,Ph.D,48044.0,2831.0275
896,FIN,Department of Finance,General Accounting,F,116608.28,0.0,0.0,95113,Assistant,Black,3,10,Bachelor,268199.04400000005,0.0
897,POL,Department of Police,CRB Community Engagement Division Community Resource Section,M,77370.0,8173.67,0.0,19102,Assistant,Black,5,7,High School,147003.0,2860.7845
898,ABS,Alcohol Beverage Services,Wholesale Operations,M,90864.14,120.54,0.0,60601,Assistant,Asian,5,9,Ph.D,208987.52200000003,42.189
899,POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,141337.0,0.0,730.24,78201,Junior,Asian,2,5,High School,169604.4,182.56
900,FRS,Fire and Rescue Services,Station 30,M,87356.0,18791.84,0.0,92101,Assistant,Asian,3,1,Master,43678.0,6577.143999999999
901,PIO,Office of Public Information,MC311,M,111407.0,0.0,2213.12,90001,Senior,Other,5,6,Master,189391.9,553.28
902,FRS,Fire and Rescue Services,Station 40,M,111271.0,32682.8,0.0,78201,Senior,Native American,2,8,Ph.D,200287.8,11438.98
903,LIB,Department of Public Libraries,Olney Library,F,23987.73,396.39,0.0,85001,Senior,White,1,3,Ph.D,16791.411,138.73649999999998
904,DOT,Department of Transportation,Transit Silver Spring Ride On,M,54200.48,5756.84,0.0,90001,Senior,Hispanic,3,8,Bachelor,102980.912,2014.894
905,OHR,Office of Human Resources,Training and Organizational Development Team,F,140186.18,0.0,0.0,95113,Senior,Other,4,4,Bachelor,168223.416,0.0
906,PIO,Office of Public Information,MC311,F,69473.73,0.0,0.0,19102,Senior,Asian,3,6,High School,104210.595,0.0
907,FRS,Fire and Rescue Services,Station 11,M,67677.0,1065.93,0.0,92101,Assistant,Other,5,3,Master,74444.70000000001,373.0755
908,HHS,Department of Health and Human Services,Child Welfare Services,F,92681.17,0.0,0.0,90001,Senior,White,5,9,Bachelor,213166.691,0.0
909,POL,Department of Police,FSB Traffic Division School Safety Section,F,27611.5,0.0,665.6,60601,Manager,White,3,4,Master,30372.65,166.4
910,DGS,Department of General Services,Building Design and Construction,M,146923.0,0.0,0.0,90001,Senior,White,4,1,Ph.D,88153.8,0.0
911,REC,Department of Recreation,Facilities Division,M,33996.2,0.0,0.0,90001,Manager,Other,1,1,Master,10198.86,0.0
912,DGS,Department of General Services,Facilities Maintenance,F,47576.4,463.21,0.0,92101,Senior,Hispanic,2,6,Bachelor,66606.96,162.12349999999998
913,POL,Department of Police,POL 47 MSB Management and Budget Division,M,169856.0,0.0,0.0,77001,Junior,Hispanic,3,5,High School,220812.80000000005,0.0
914,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,149206.42,0.0,0.0,90001,Manager,Native American,2,6,High School,208888.98800000004,0.0
915,POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,F,99865.0,9156.56,5139.25,85001,Assistant,Asian,2,10,Bachelor,219703.0,4489.6085
916,HHS,Department of Health and Human Services,School Health Services,F,44271.73,768.35,0.0,19102,Junior,Black,5,7,Bachelor,84116.28700000001,268.9225
917,POL,Department of Police,MSB Training and Education Division,M,17415.5,0.0,0.0,78201,Assistant,Other,1,3,High School,12190.850000000002,0.0
918,TBS,Department of Technology and Enterprise Business Solutions,OBP Voice Services,M,80086.0,9351.17,0.0,60601,Junior,Native American,3,6,Ph.D,120129.0,3272.9095
919,DOT,Department of Transportation,Transportation System Engineering,F,96665.0,2154.09,2879.76,75201,Assistant,Pacific Islander,2,5,Ph.D,115998.0,1473.8715000000002
920,LIB,Department of Public Libraries,Bethesda Library,F,24837.43,0.0,0.0,10001,Junior,Hispanic,5,5,Bachelor,37256.145,0.0
921,POL,Department of Police,Patrol Services Bureau,M,109849.0,2715.54,2650.89,90001,Assistant,Other,3,10,High School,252652.70000000004,1613.1615
922,SHF,Sheriff's Office,Court and Transport,M,105514.0,51.05,0.0,10001,Manager,Black,4,8,Ph.D,211028.00000000003,17.867499999999996
923,SHF,Sheriff's Office,Court and Transport,M,116075.0,3209.03,5419.68,95113,Senior,Hispanic,3,10,Bachelor,266972.5,2478.0805
924,FRS,Fire and Rescue Services,Self Contained Breathing Apparatus (SCBA) Shop,M,111407.0,0.0,0.0,92101,Junior,Hispanic,1,10,Ph.D,233954.7,0.0
925,POL,Department of Police,PSB 6th District Patrol,M,99865.0,3369.37,3469.57,19102,Manager,Black,4,7,Ph.D,179757.0,2046.672
926,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,109262.0,47068.2,3797.04,19102,Junior,Hispanic,1,4,Bachelor,98335.8,17423.129999999997
927,FRS,Fire and Rescue Services,Third Battalion - Administration,M,105707.0,30883.48,0.0,75201,Assistant,Pacific Islander,5,2,Master,95136.3,10809.218
928,FRS,Fire and Rescue Services,Station 18,M,96088.0,23728.82,0.0,78201,Assistant,Other,4,1,Bachelor,57652.8,8305.087
929,FRS,Fire and Rescue Services,Station 14,M,96088.0,28136.05,6794.32,77001,Junior,Pacific Islander,2,6,Master,134523.2,11546.197499999998
930,LIB,Department of Public Libraries,Davis Library,F,20904.13,0.0,0.0,75201,Assistant,Asian,4,9,Master,45989.086,0.0
931,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,48073.0,346.8,0.0,60601,Junior,White,5,7,High School,91338.7,121.38
932,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,59870.72,0.0,0.0,78201,Assistant,Native American,5,8,Master,125728.512,0.0
933,POL,Department of Police,PSB 3rd District Patrol,M,99865.0,19.01,7060.43,92101,Assistant,Asian,4,8,High School,199730.0,1771.761
934,FRS,Fire and Rescue Services,Station 15,M,105707.0,50668.7,0.0,10001,Assistant,Hispanic,5,8,Bachelor,221984.7,17734.045
935,HHS,Department of Health and Human Services,School Health Services,F,106250.0,0.0,0.0,92101,Senior,Native American,1,4,Bachelor,95625.0,0.0
936,FRS,Fire and Rescue Services,Station 25,M,64091.0,15475.98,0.0,60601,Senior,Pacific Islander,4,5,High School,89727.4,5416.593
937,HHS,Department of Health and Human Services,Public Health Services Division,F,84822.04,0.0,0.0,78201,Junior,Hispanic,5,9,Bachelor,195090.692,0.0
938,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,0.0,0.0,19102,Senior,Pacific Islander,4,7,Master,151075.80000000002,0.0
939,DGS,Department of General Services,Facilities Maintenance,F,50426.0,3266.48,1502.8,19102,Manager,Hispanic,5,5,Bachelor,75639.0,1518.968
940,POL,Department of Police,POL 47 PSB 2nd District Patrol,M,95112.0,1098.89,5812.55,77001,Assistant,White,1,2,Bachelor,47556.0,1837.749
941,HHS,Department of Health and Human Services,School Health Services,F,37275.88,199.7,0.0,92101,Senior,Asian,3,5,High School,48458.644,69.895
942,DOT,Department of Transportation,Transit Silver Spring Ride On,M,44091.59,2047.5,0.0,90001,Junior,White,2,8,Bachelor,79364.862,716.625
943,ABS,Alcohol Beverage Services,Beer Delivery Operations,M,45634.8,3481.04,0.0,60601,Manager,Native American,5,10,Master,114087.0,1218.3639999999998
944,POL,Department of Police,MSB Communications Division,F,66532.4,6146.76,0.0,95113,Senior,Black,2,6,Bachelor,93145.36,2151.366
945,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,89587.0,85764.84,0.0,90001,Junior,Asian,2,10,High School,197091.4,30017.694
946,FRS,Fire and Rescue Services,Station 7,M,71062.0,48806.34,0.0,92101,Junior,Asian,5,6,High School,120805.4,17082.218999999997
947,POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,46947.29,158.42,0.0,10001,Senior,Hispanic,3,4,Ph.D,51642.019,55.447
948,ABS,Alcohol Beverage Services,King Farm,M,80086.0,0.0,0.0,95113,Manager,Black,4,6,Bachelor,128137.6,0.0
949,POL,Department of Police,FSB Traffic Division School Safety Section,F,27611.5,60.62,416.15,78201,Manager,Hispanic,3,7,Master,46939.55,125.2545
950,LIB,Department of Public Libraries,Little Falls Library,F,22655.43,0.0,0.0,77001,Assistant,Hispanic,1,1,Ph.D,6796.629000000001,0.0
951,REC,Department of Recreation,Countywide Programs,M,92211.0,0.0,1907.6,85001,Manager,Pacific Islander,4,9,High School,202864.2,476.9
952,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,F,86850.0,7450.52,0.0,92101,Assistant,Pacific Islander,5,1,Bachelor,60795.0,2607.682
