Employee_id,Department,Department_Name,Division,Gender,Base_Salary,2021_Overtime_Pay,2021_Longevity_Pay,Post_Code,Position,Race,Bonus_Level,Length_of_Service,Education,other_bonus,base_bonus
736,FRS,Fire and Rescue Services,Station 13,M,96088.0,5493.73,0.0,77001,Manager,Native American,2,3,Master,1922.8055,160569.31216165234
737,POL,Department of Police,PSB 6th District Patrol,M,66458.0,220.4,0.0,60601,Senior,Other,5,1,Master,77.14,6410.148582156985
738,POL,Department of Police,FSB Security Services Division,F,69604.0,1211.62,0.0,90001,Assistant,Pacific Islander,4,7,Master,424.067,7561.955730536555
739,LIB,Department of Public Libraries,Gaithersburg Library,F,23654.7,0.0,0.0,78201,Assistant,Pacific Islander,2,3,High School,0.0,1242.3542771853845
740,FRS,Fire and Rescue Services,Station 25,M,68658.0,17741.5,0.0,75201,Manager,Other,4,10,Ph.D,6209.525,518617.4485221752
741,HHS,Department of Health and Human Services,School Health Services,F,82187.83,467.16,0.0,60601,Senior,Other,5,3,High School,163.506,3678.980459443463
742,FRS,Fire and Rescue Services,Fleet Operations,M,78968.89,8963.29,0.0,19102,Junior,White,3,6,Master,3137.1515,261997.5306855972
743,TBS,Department of Technology and Enterprise Business Solutions,CIO Management Services,F,80086.0,0.0,4842.24,77001,Senior,Hispanic,3,8,High School,1210.56,19282.56192213015
744,HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,86668.31,0.0,0.0,77001,Senior,Native American,4,1,Ph.D,0.0,1242.3542771853845
745,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,95112.0,4723.21,0.0,92101,Assistant,Other,5,5,Master,1653.1235,25877.80497994927
746,POL,Department of Police,MSB Communications Division,M,75436.03,9699.11,0.0,77001,Junior,Black,3,3,Bachelor,3394.6885,283508.30200942187
747,ABS,Alcohol Beverage Services,Special Order Liquor and Wine Warehouse Operations,M,49209.7,7506.78,0.0,78201,Manager,White,2,10,High School,2627.373,219418.29453971385
748,DOT,Department of Transportation,Transportation Engineering Administration,M,116825.0,0.0,3479.84,77001,Junior,Asian,4,1,Bachelor,869.96,72630.41876063489
749,DOT,Department of Transportation,Traffic Engineering Studies Section,M,63578.83,1371.19,0.0,92101,Junior,Native American,5,2,Master,479.9165,40052.04542071013
750,FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,102133.0,53284.0,0.0,78201,Junior,Pacific Islander,2,7,High School,18649.4,1557657.689038929
751,POL,Department of Police,CRB Community Engagement Division Community Resource Section,M,95112.0,361.95,6724.51,10001,Manager,Native American,2,2,Ph.D,1807.81,150964.31597171116
752,DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,55268.47,1689.2,0.0,77001,Junior,Native American,4,7,High School,591.22,49348.66740528446
753,TBS,Department of Technology and Enterprise Business Solutions,ODT Integrated Justice Information Systems,M,128483.0,0.0,0.0,60601,Senior,White,5,4,Master,0.0,-32.96794059444101
754,COR,Correction and Rehabilitation,DS Health Services,F,77805.0,28.06,0.0,85001,Assistant,Black,5,9,High School,9.821,1388.7104092903626
755,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,83931.0,2876.76,0.0,60601,Assistant,Other,5,3,High School,1006.866,84065.48890146722
756,ABS,Alcohol Beverage Services,ABS 85 Darnestown,M,48444.0,35.04,953.73,90001,Manager,Pacific Islander,5,1,Master,250.6965,20906.450796065565
757,POL,Department of Police,MSB Personnel Division Administration,F,101350.0,0.0,2013.44,60601,Manager,Native American,3,2,Master,503.36,8743.609002402967
758,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,47231.51,11271.28,0.0,85001,Assistant,Other,2,7,Bachelor,3944.948,329468.7126426982
759,DOT,Department of Transportation,Transit Silver Spring Ride On,M,61454.0,13303.68,0.0,85001,Senior,Asian,5,6,High School,4656.288,388883.3679096673
760,FRS,Fire and Rescue Services,Station 12,M,68658.0,23230.75,0.0,85001,Junior,Pacific Islander,1,6,Master,8130.7625,679088.7614646129
761,ABS,Alcohol Beverage Services,Beer Loading,M,40841.1,2424.0,0.0,78201,Assistant,Asian,5,4,Master,848.4,70829.62031325971
762,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,82280.74,0.0,0.0,90001,Junior,White,1,6,High School,0.0,1242.3542771853845
763,DOT,Department of Transportation,Transit Gaithersburg Ride On,F,69604.0,19877.76,2073.76,90001,Manager,Pacific Islander,3,1,Bachelor,7475.655999999999,112647.31274448746
764,POL,Department of Police,PSB 2nd District Patrol,F,67420.0,2747.1,0.0,78201,Manager,Native American,2,2,Bachelor,961.485,15570.755221789304
765,DGS,Department of General Services,Automation,F,118180.55,0.0,0.0,19102,Senior,Black,2,5,Bachelor,0.0,1242.3542771853845
766,FRS,Fire and Rescue Services,Station 14,M,96088.0,44486.02,0.0,19102,Manager,Black,3,3,Ph.D,15570.106999999998,1300459.8201422112
767,SHF,Sheriff's Office,Sheriff Domestic Violence,M,116075.0,1068.09,5419.68,92101,Junior,Black,1,7,Ph.D,1728.7515,144360.95678563463
768,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,91894.0,5524.32,0.0,60601,Junior,Pacific Islander,1,3,Bachelor,1933.512,30056.256904062568
769,LIB,Department of Public Libraries,Wheaton Library,F,23987.7,0.0,0.0,78201,Senior,Hispanic,3,8,High School,0.0,1242.3542771853845
770,OHR,Office of Human Resources,Health Insurance Team,F,65500.23,792.57,0.0,78201,Assistant,Asian,4,3,Ph.D,277.3995,5376.263030658039
771,LIB,Department of Public Libraries,LIB 71 Damascus Library,F,31712.5,0.0,1516.76,92101,Assistant,Hispanic,1,2,High School,379.19,6893.182271573606
772,CAT,County Attorney's Office,County Attorney,M,220000.0,0.0,0.0,19102,Manager,Other,3,9,Master,0.0,-32.96794059444101
773,DOT,Department of Transportation,Transportation Technical Center,M,67971.13,6148.61,0.0,85001,Manager,Asian,2,1,Bachelor,2152.0135,179713.9044866045
774,FRS,Fire and Rescue Services,Station 22,M,71062.0,27757.36,0.0,92101,Manager,Pacific Islander,4,3,Ph.D,9715.076,811418.5059430694
775,POL,Department of Police,PSB 2nd District Patrol,M,95112.0,18.1,6724.51,78201,Junior,White,2,5,Bachelor,1687.4625,140912.2941189522
776,HHS,Department of Health and Human Services,Child Welfare Services,F,103762.07,0.0,0.0,78201,Assistant,Hispanic,4,9,Bachelor,0.0,1242.3542771853845
777,POL,Department of Police,FSB Traffic Division School Safety Section,F,19984.65,0.0,0.0,92101,Junior,Asian,3,5,High School,0.0,1242.3542771853845
778,DEP,Department of Environmental Protection,Director,F,80086.0,0.0,0.0,95113,Senior,Pacific Islander,4,2,Ph.D,0.0,1242.3542771853845
779,POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,122514.0,0.0,0.0,10001,Assistant,Hispanic,4,2,High School,0.0,1242.3542771853845
780,SHF,Sheriff's Office,Courthouse Security,M,61398.0,538.22,0.0,77001,Assistant,Other,1,6,High School,188.377,15701.216155935834
781,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,106250.0,777.96,0.0,10001,Junior,Other,4,7,High School,272.286,5300.059784398105
782,POL,Department of Police,MSB Information Management and Technology Division,F,75216.51,11777.5,0.0,78201,Assistant,Other,2,10,Bachelor,4122.125,62671.767886108486
783,FRS,Fire and Rescue Services,Station 23,M,65387.0,3922.61,0.0,90001,Assistant,Hispanic,3,6,Bachelor,1372.9135,114639.59695645624
784,CEC,Community Engagement Cluster,Commission for Women,F,63330.9,0.0,0.0,90001,Manager,Black,3,10,Ph.D,0.0,1242.3542771853845
785,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,70398.37,1193.08,0.0,90001,Manager,Black,4,5,Bachelor,417.578,7465.254280457214
786,POL,Department of Police,PSB 2nd District Patrol,M,95112.0,4580.81,6724.51,75201,Senior,Other,1,4,Ph.D,3284.411,274297.3766485492
787,HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,101586.2,0.0,0.0,95113,Senior,Native American,1,5,Ph.D,0.0,1242.3542771853845
788,HHS,Department of Health and Human Services,HHS 60 School Health Services,F,39930.45,0.0,0.0,10001,Junior,Asian,2,2,High School,0.0,1242.3542771853845
789,DOT,Department of Transportation,Traffic Engineering and Operations Management Services,F,111407.0,0.0,2213.12,10001,Junior,Native American,4,8,High School,553.28,9487.5350908543
790,CEC,Community Engagement Cluster,Silver Spring Urban District,M,45865.91,25390.61,0.0,95113,Senior,White,3,2,Ph.D,8886.7135,742229.5493631151
791,HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,106250.0,0.0,0.0,77001,Assistant,Pacific Islander,5,7,Bachelor,0.0,1242.3542771853845
792,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,100492.89,0.0,0.0,85001,Junior,Native American,1,5,Master,0.0,1242.3542771853845
793,DEP,Department of Environmental Protection,Administration and Operations,F,189843.68,0.0,0.0,77001,Senior,Native American,3,9,Bachelor,0.0,1242.3542771853845
794,NDA,Non-Departmental Account,MCERP,F,139521.44,0.0,0.0,85001,Junior,Other,3,9,Master,0.0,1242.3542771853845
795,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,59114.26,8774.86,0.0,92101,Junior,Black,3,4,High School,3071.201,47010.51426872815
796,CCL,County Council,CCL 01 Council Central Staff,F,101350.0,0.0,0.0,19102,Assistant,Pacific Islander,4,6,Master,0.0,1242.3542771853845
797,ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,60555.0,16483.23,3022.88,90001,Junior,Pacific Islander,5,7,Master,6524.8505,544955.0028272679
798,TBS,Department of Technology and Enterprise Business Solutions,OBP Community Technology,M,92211.0,65.52,0.0,10001,Manager,Native American,5,7,Bachelor,22.932,1882.426771613696
799,DGS,Department of General Services,Building Design and Construction,M,101350.0,0.0,0.0,92101,Junior,Asian,4,4,Master,0.0,-32.96794059444101
800,HHS,Department of Health and Human Services,School Health Services,F,60903.5,2325.05,3880.29,95113,Manager,White,5,1,Bachelor,1783.84,27825.79004687732
801,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,111407.0,0.0,0.0,85001,Senior,Other,2,6,High School,0.0,-32.96794059444101
802,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,73123.0,34385.38,0.0,95113,Manager,Other,5,9,Master,12034.882999999998,1005180.3261568936
803,FRS,Fire and Rescue Services,Station 32,M,65387.0,66924.95,0.0,92101,Junior,Other,5,6,High School,23423.7325,1956433.68872598
804,POL,Department of Police,PSB 3rd District Patrol,M,68785.0,2170.73,0.0,77001,Manager,Other,4,5,Ph.D,759.7555,63425.59072289105
805,FIN,Department of Finance,Division of Fiscal Management,F,122514.0,0.0,3649.36,92101,Junior,Black,1,1,Ph.D,912.34,14838.378466642254
806,POL,Department of Police,CRB Community Engagement Division Community Resource Section,F,95112.0,4521.89,6724.51,77001,Assistant,Pacific Islander,2,5,Master,3263.789,49880.53104602513
807,CEC,Community Engagement Cluster,Gilchrist Center,F,48712.11,0.0,0.0,60601,Assistant,Pacific Islander,5,3,High School,0.0,1242.3542771853845
808,HHS,Department of Health and Human Services,School Health Services,F,145086.06,0.0,0.0,77001,Assistant,White,5,7,High School,0.0,1242.3542771853845
809,OMB,Office of Management and Budget,Director's Office,F,101350.0,0.0,0.0,85001,Manager,Hispanic,1,1,Ph.D,0.0,1242.3542771853845
810,ABS,Alcohol Beverage Services,Administrative Services,F,61910.16,0.0,0.0,78201,Senior,Black,2,8,Ph.D,0.0,1242.3542771853845
811,COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,109262.0,12966.06,5101.56,10001,Senior,Other,1,7,High School,5813.511,87877.42035087897
812,FRS,Fire and Rescue Services,Station 32,M,119197.0,41977.14,1244.01,85001,Assistant,Asian,3,3,Ph.D,15003.001499999998,1253092.347790731
813,POL,Department of Police,ISB Special Victims Investigations Division Exploitation and Registry,M,95112.0,5363.08,2295.27,85001,Assistant,White,2,1,Ph.D,2450.8955,204678.0158756762
814,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,80086.0,0.0,0.0,85001,Assistant,White,1,7,Master,0.0,1242.3542771853845
815,FRS,Fire and Rescue Services,Station 21,M,55052.0,9627.26,0.0,90001,Junior,Hispanic,5,8,High School,3369.541,281407.8577165013
816,DOT,Department of Transportation,Transit Silver Spring Ride On,M,92211.0,8162.86,0.0,19102,Manager,Hispanic,5,5,Bachelor,2857.001,238597.9673539006
817,DGS,Department of General Services,Fleet Management Services,M,72930.0,1725.97,1508.88,85001,Senior,Black,3,10,Ph.D,981.3095,81930.88289403013
818,ABS,Alcohol Beverage Services,"Licensure, Regulation and Education",F,147755.45,0.0,0.0,60601,Senior,Other,1,5,Ph.D,0.0,1242.3542771853845
819,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,57347.5,0.0,0.0,78201,Assistant,Black,4,1,High School,0.0,1242.3542771853845
820,HHS,Department of Health and Human Services,Public Health Services Division,F,76419.0,0.0,1517.36,10001,Assistant,White,1,8,Bachelor,379.34,6895.417626406693
821,DPS,Department of Permitting Services,Customer Support,F,83931.0,64.22,4288.64,75201,Manager,Black,4,9,Bachelor,1094.6370000000002,17555.035000023912
822,FRS,Fire and Rescue Services,First Battalion - Administration,M,88999.0,33370.31,0.0,78201,Assistant,Asian,3,1,Master,11679.608499999998,975506.0326507718
823,POL,Department of Police,FSB Traffic Division School Safety Section,F,22932.6,0.0,0.0,75201,Senior,Asian,4,3,High School,0.0,1242.3542771853845
824,FRS,Fire and Rescue Services,FRS 45 Station 3,M,87356.0,0.0,1823.01,78201,Manager,Pacific Islander,4,9,Bachelor,455.7525,38033.74794008055
825,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,48261.4,0.0,0.0,85001,Assistant,White,4,1,Master,0.0,1242.3542771853845
826,SHF,Sheriff's Office,Court and Transport,M,95922.0,6640.05,3906.58,90001,Manager,Other,2,5,High School,3300.6625,275654.7827694915
827,ABS,Alcohol Beverage Services,ABS 85 Flower Avenue,M,18574.4,5.65,0.0,78201,Assistant,Asian,4,1,Ph.D,1.9775,132.20269621837912
828,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,116825.0,19047.42,0.0,85001,Junior,Asian,4,10,Master,6666.596999999999,100590.41977180426
829,CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",M,169856.0,0.0,0.0,92101,Assistant,Other,5,7,Bachelor,0.0,-32.96794059444101
830,DOT,Department of Transportation,Highway Services,M,66446.0,22860.76,4017.52,77001,Senior,Other,2,7,High School,9005.645999999999,752163.3833771432
831,POL,Department of Police,PSB 3rd District Patrol,M,74752.0,11046.01,0.0,19102,Junior,Black,5,7,High School,3866.1035,322883.22780113644
832,DOT,Department of Transportation,Transit Silver Spring Ride On,M,56097.49,16142.48,0.0,10001,Junior,Hispanic,4,2,Master,5649.868,471872.1119422752
833,POL,Department of Police,PSB 6th District Patrol,M,82882.0,8293.38,0.0,90001,Manager,Pacific Islander,4,5,Bachelor,2902.6829999999995,242413.55523298183
834,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,63815.18,0.0,0.0,77001,Assistant,Pacific Islander,4,8,Master,0.0,1242.3542771853845
835,FRS,Fire and Rescue Services,Station 12,M,64091.0,43754.28,0.0,75201,Assistant,White,1,8,Bachelor,15313.997999999998,1279068.322481784
836,DGS,Department of General Services,ADA Compliance,M,97677.48,0.0,0.0,77001,Senior,Asian,4,2,High School,0.0,-32.96794059444101
837,DOT,Department of Transportation,Transit Silver Spring Ride On,M,54199.95,6621.66,0.0,19102,Assistant,Pacific Islander,5,8,Ph.D,2317.581,193542.92568028672
838,FRS,Fire and Rescue Services,Station 25,F,55052.0,3937.08,0.0,78201,Assistant,Asian,2,7,Ph.D,1377.9779999999998,21777.48615843513
839,DEP,Department of Environmental Protection,Office of Energy and Climate,F,110264.75,0.0,0.0,77001,Manager,Asian,3,4,Master,0.0,1242.3542771853845
840,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,87969.0,0.0,5318.56,19102,Assistant,White,3,5,Master,1329.64,21057.13561229009
841,FRS,Fire and Rescue Services,Station 8,M,87356.0,24745.11,6176.43,95113,Assistant,Native American,4,9,High School,10204.896,852330.708888028
842,FRS,Fire and Rescue Services,FRS 45 Station 13,M,86065.0,0.0,1250.34,60601,Assistant,Native American,1,4,Bachelor,312.585,26075.686172242666
843,DOT,Department of Transportation,Highway Services,M,43805.97,9100.26,0.0,92101,Senior,Other,2,7,Bachelor,3185.091,266001.6761943143
844,FRS,Fire and Rescue Services,Station 34,M,67677.0,0.0,0.0,85001,Manager,Other,4,5,Master,0.0,-32.96794059444101
845,DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,43439.99,1507.94,0.0,92101,Manager,Hispanic,2,2,Master,527.779,44049.75950640096
846,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,77047.78,0.0,0.0,90001,Manager,Hispanic,3,2,Bachelor,0.0,1242.3542771853845
847,DOT,Department of Transportation,Commuter Services,F,111407.0,0.0,0.0,90001,Junior,Native American,1,6,Ph.D,0.0,1242.3542771853845
848,FRS,Fire and Rescue Services,Station 11,M,55052.0,7705.08,0.0,77001,Assistant,Native American,4,7,Bachelor,2696.778,225215.3453857284
849,POL,Department of Police,PSB 1st District Patrol,M,95112.0,0.0,6724.51,92101,Senior,Native American,5,7,High School,1681.1275,140383.1634063306
850,POL,Department of Police,POL 47 PSB 5th District Station,M,136375.48,0.0,0.0,60601,Junior,Hispanic,4,3,Bachelor,0.0,-32.96794059444101
851,ABS,Alcohol Beverage Services,Special Order Liquor and Wine Warehouse Operations,M,41807.73,3611.91,0.0,78201,Manager,Other,2,9,Bachelor,1264.1684999999998,105556.67361880255
852,DOT,Department of Transportation,Transit Nicholson Ride On,M,76419.0,15344.48,2276.56,85001,Assistant,White,5,9,High School,5939.708,496080.9905131109
853,POL,Department of Police,MSB Communications Division,F,92211.0,17005.26,0.0,78201,Senior,Black,1,3,Master,5951.840999999999,89938.86457795172
854,DGS,Department of General Services,ADA Compliance,M,101350.0,0.0,3019.12,75201,Assistant,Black,5,10,Master,754.78,63010.01221292282
855,DOT,Department of Transportation,Transit Nicholson Ride On,F,69604.0,9379.53,4207.84,10001,Senior,White,1,8,Ph.D,4334.7955,65841.06141964192
856,HHS,Department of Health and Human Services,Child Welfare Services,M,66188.25,0.0,0.0,75201,Junior,Hispanic,4,10,Bachelor,0.0,-32.96794059444101
857,COR,Correction and Rehabilitation,DS Health Services,F,80851.76,19906.42,0.0,75201,Junior,Other,4,4,Bachelor,6967.246999999999,105070.81597558818
858,DGS,Department of General Services,Facilities Maintenance,M,69604.0,4854.24,0.0,92101,Junior,White,5,4,Master,1698.984,141874.62711113368
859,FRS,Fire and Rescue Services,Station 1,M,55052.0,10703.14,0.0,75201,Junior,Native American,1,8,Bachelor,3746.099,312859.8550145857
860,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,87969.0,0.0,2620.8,75201,Junior,White,4,7,High School,655.2,11006.3841881091
861,BOA,Board of Appeals Department,Board of Appeals Division,F,80086.0,0.0,740.16,60601,Manager,Other,5,1,Ph.D,185.04,3999.887999281422
862,POL,Department of Police,PSB 1st District Patrol,M,99865.0,5674.03,6996.33,78201,Senior,Native American,5,7,Master,3734.993,311932.2266492541
863,POL,Department of Police,FSB Security Services Division,F,59082.44,141.06,0.0,77001,Junior,Black,2,3,Bachelor,49.371,1978.0989669476169
864,POL,Department of Police,PSB 5th District Patrol,M,109849.0,17670.13,7766.33,10001,Manager,Black,4,3,High School,8126.128000000001,678701.6649709042
865,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,57927.0,56153.39,0.0,95113,Assistant,Hispanic,4,2,Bachelor,19653.6865,1641540.6932096083
866,DGS,Department of General Services,Facilities Maintenance,M,69604.0,4503.21,0.0,77001,Assistant,Pacific Islander,1,2,Master,1576.1235,131612.7069977878
867,HHS,Department of Health and Human Services,Child Welfare Services,F,106250.0,0.0,6423.04,92101,Assistant,Other,5,2,Master,1605.76,25171.97678903652
868,POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,106250.0,8090.11,0.0,19102,Senior,Native American,2,3,Ph.D,2831.5385,43438.97608416351
869,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,48073.0,34.68,0.0,10001,Senior,Pacific Islander,4,3,Bachelor,12.138,980.8581982849576
870,LIB,Department of Public Libraries,Olney Library,M,20407.48,0.0,0.0,77001,Junior,Native American,2,5,High School,0.0,-32.96794059444101
871,ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,46402.53,538.9,0.0,60601,Assistant,Other,5,7,Ph.D,188.615,15721.095099835433
872,CEC,Community Engagement Cluster,Wheaton Urban District,F,106250.0,1762.34,0.0,10001,Manager,White,4,10,High School,616.819,10434.416495784368
873,POL,Department of Police,POL 47 PSB 4th District Patrol,F,55154.0,287.39,0.0,10001,Assistant,Native American,3,9,Ph.D,100.5865,2741.3310699740414
874,POL,Department of Police,PSB 6th District Special Assignment Team,M,91894.0,10024.04,0.0,95113,Manager,Pacific Islander,3,3,High School,3508.414,293007.2214819156
875,ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,76419.0,17665.64,0.0,60601,Manager,White,2,1,High School,6182.973999999999,516399.776927729
876,FIN,Department of Finance,Accounts Payable,M,72930.0,0.0,0.0,60601,Senior,Black,1,3,High School,0.0,-32.96794059444101
877,HHS,Department of Health and Human Services,Public Health Services Division,F,165317.6,0.0,0.0,10001,Assistant,Other,5,4,High School,0.0,1242.3542771853845
878,POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,M,99865.0,11433.1,1478.84,77001,Senior,Other,2,5,Bachelor,4371.295,365079.3348895935
879,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,96665.0,1092.92,5844.8,90001,Senior,White,1,1,Ph.D,1843.722,28718.173500976733
880,FRS,Fire and Rescue Services,Station 4,M,96088.0,90090.04,0.0,92101,Senior,Other,2,1,Master,31531.514,2633635.930695236
881,POL,Department of Police,PSB 3rd District Patrol,F,95112.0,2435.66,3304.47,60601,Assistant,Black,4,6,Master,1678.5984999999998,26257.4427424352
882,OAS,Office of Animal Services,Animal Services Division,F,72930.0,0.0,420.8,95113,Assistant,Other,2,9,Master,105.2,2810.0831334570184
883,DOT,Department of Transportation,Highway Services,M,53546.76,11739.37,0.0,78201,Manager,Asian,2,4,High School,4108.7795,343152.73448087747
884,CCL,County Council,Council Members and Staff,F,126875.0,0.0,0.0,95113,Manager,Hispanic,1,10,Bachelor,0.0,1242.3542771853845
885,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,96665.0,0.0,4028.56,75201,Manager,Black,2,7,Master,1007.14,16251.122721153197
886,ABS,Alcohol Beverage Services,Seneca Meadows,M,70796.41,0.0,0.0,95113,Manager,Black,5,1,Master,0.0,-32.96794059444101
887,HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,146923.0,0.0,0.0,92101,Senior,Hispanic,5,3,Master,0.0,1242.3542771853845
888,CCL,County Council,Council Central Staff,M,101350.0,0.0,0.0,92101,Assistant,Pacific Islander,2,8,Ph.D,0.0,-32.96794059444101
889,FRS,Fire and Rescue Services,Station 7,M,61923.0,4807.01,0.0,19102,Assistant,Pacific Islander,3,9,High School,1682.4535,140493.91752234264
890,POL,Department of Police,PSB 2nd District Patrol,M,80077.0,0.0,0.0,10001,Assistant,Pacific Islander,1,2,Master,0.0,-32.96794059444101
891,CEC,Community Engagement Cluster,Wheaton Urban District,M,45362.75,927.2,0.0,90001,Senior,Asian,4,1,High School,324.52,27072.55674132535
892,POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,109849.0,8656.82,7766.33,60601,Senior,Native American,3,4,High School,4971.469499999999,415208.894618451
893,COR,Correction and Rehabilitation,MSD Fiscal Services,M,100701.95,1599.98,0.0,95113,Senior,Native American,5,5,High School,559.9929999999999,46740.43303069333
894,SHF,Sheriff's Office,Civil Process,M,61398.0,248.78,0.0,92101,Senior,Black,1,10,Master,87.073,7239.802152554832
895,FRS,Fire and Rescue Services,Station 11,M,96088.0,8088.65,0.0,95113,Manager,Other,3,1,Ph.D,2831.0275,236428.53143215203
896,FIN,Department of Finance,General Accounting,F,116608.28,0.0,0.0,95113,Assistant,Black,3,10,Bachelor,0.0,1242.3542771853845
897,POL,Department of Police,CRB Community Engagement Division Community Resource Section,M,77370.0,8173.67,0.0,19102,Assistant,Black,5,7,High School,2860.7845,238913.9840944221
898,ABS,Alcohol Beverage Services,Wholesale Operations,M,90864.14,120.54,0.0,60601,Assistant,Asian,5,9,Ph.D,42.189,3490.867203019247
899,POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,141337.0,0.0,730.24,78201,Junior,Asian,2,5,High School,182.56,15215.351380036884
900,FRS,Fire and Rescue Services,Station 30,M,87356.0,18791.84,0.0,92101,Assistant,Asian,3,1,Master,6577.143999999999,549322.8160743836
901,PIO,Office of Public Information,MC311,M,111407.0,0.0,2213.12,90001,Senior,Other,5,6,Master,553.28,46179.72987776061
902,FRS,Fire and Rescue Services,Station 40,M,111271.0,32682.8,0.0,78201,Senior,Native American,2,8,Ph.D,11438.98,955407.5433560496
903,LIB,Department of Public Libraries,Olney Library,F,23987.73,396.39,0.0,85001,Senior,White,1,3,Ph.D,138.73649999999998,3309.856315855817
904,DOT,Department of Transportation,Transit Silver Spring Ride On,M,54200.48,5756.84,0.0,90001,Senior,Hispanic,3,8,Bachelor,2014.894,168261.00176374457
905,OHR,Office of Human Resources,Training and Organizational Development Team,F,140186.18,0.0,0.0,95113,Senior,Other,4,4,Bachelor,0.0,1242.3542771853845
906,PIO,Office of Public Information,MC311,F,69473.73,0.0,0.0,19102,Senior,Asian,3,6,High School,0.0,1242.3542771853845
907,FRS,Fire and Rescue Services,Station 11,M,67677.0,1065.93,0.0,92101,Assistant,Other,5,3,Master,373.0755,31128.15363425323
908,HHS,Department of Health and Human Services,Child Welfare Services,F,92681.17,0.0,0.0,90001,Senior,White,5,9,Bachelor,0.0,1242.3542771853845
909,POL,Department of Police,FSB Traffic Division School Safety Section,F,27611.5,0.0,665.6,60601,Manager,White,3,4,Master,166.4,3722.1079053564863
910,DGS,Department of General Services,Building Design and Construction,M,146923.0,0.0,0.0,90001,Senior,White,4,1,Ph.D,0.0,-32.96794059444101
911,REC,Department of Recreation,Facilities Division,M,33996.2,0.0,0.0,90001,Manager,Other,1,1,Master,0.0,-32.96794059444101
912,DGS,Department of General Services,Facilities Maintenance,F,47576.4,463.21,0.0,92101,Senior,Hispanic,2,6,Bachelor,162.12349999999998,3658.377939065177
913,POL,Department of Police,POL 47 MSB Management and Budget Division,M,169856.0,0.0,0.0,77001,Junior,Hispanic,3,5,High School,0.0,-32.96794059444101
914,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,149206.42,0.0,0.0,90001,Manager,Native American,2,6,High School,0.0,1242.3542771853845
915,POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,F,99865.0,9156.56,5139.25,85001,Assistant,Asian,2,10,Bachelor,4489.6085,68148.14133813983
916,HHS,Department of Health and Human Services,School Health Services,F,44271.73,768.35,0.0,19102,Junior,Black,5,7,Bachelor,268.9225,5249.935677857519
917,POL,Department of Police,MSB Training and Education Division,M,17415.5,0.0,0.0,78201,Assistant,Other,1,3,High School,0.0,-32.96794059444101
918,TBS,Department of Technology and Enterprise Business Solutions,OBP Voice Services,M,80086.0,9351.17,0.0,60601,Junior,Native American,3,6,Ph.D,3272.9095,273336.714155855
919,DOT,Department of Transportation,Transportation System Engineering,F,96665.0,2154.09,2879.76,75201,Assistant,Pacific Islander,2,5,Ph.D,1473.8715000000002,23206.52614967928
